Text	Paraphrase
Bạn tốt hơn không nên nói chuyện.	Bạn nên im lặng.
Tốt hơn hết là đừng nói.	Bạn tốt hơn nên ngậm miệng lại.
Giảm âm lượng radio.	Tắt đài đi.
Tôi yêu quê hương tôi.	Tôi yêu Tổ quốc.
Tôi yêu quê hương tôi.	Tôi yêu cố hương.
Tôi không có nhà để ở.	Tôi không có nhà.
Tôi không có nhà.	Tôi không có nhà.
Tôi có thể chạm vào nó không?	Tôi có thể chạm vào chúng không?
Tôi có thể chạm vào bạn không?	Tôi có thể chạm vào cái này không?
Tôi có thể chạm vào cái này không?	Tôi có thể chạm vào những thứ này không?
Tôi có thể cảm thấy điều này?	Tôi có thể cảm thấy những điều này?
Lau mặt sạch sẽ.	Lau khô mặt.
Lau sạch bụi trên kệ.	Bụi ra khỏi kệ.
Bộ phim đó thực sự nhàm chán.	Bộ phim đó đã được bum tê.
Tôi đã say.	Tôi đã say.
Anh ấy đã tốt và say rượu.	Anh ấy đã hoàn toàn sa sút.
Anh ấy đã hoàn toàn tức giận.	Anh say khướt như một lãnh chúa.
Anh ta đã bị búa.	Anh ta hoàn toàn say xỉn.
Anh ta đã bị đập nát.	Ông đã được trát.
Tôi luôn khát nước.	Tôi vẫn còn khát.
Tôi không say đến thế đâu.	Tôi không say.
Tôi không say đến thế.	Tôi đã tỉnh táo.
Tôi tỉnh táo.	Tôi vẫn chưa uống đủ.
Bạn sống ở tầng mấy?	Anh ấy sống ở tầng mấy?
Bầu trời đang trở nên nhiều mây.	Bầu trời phủ đầy mây.
Bầu trời trở nên u ám.	Trời tối dần.
Ngoài trời đang tối dần.	Trời đã tối.
Hôm nay trời nhiều mây.	Hôm nay trời có nhiều mây.
Trời nhiều mây.	Trời đang trở nên nhiều mây.
Đó là một ngày nhiều mây.	Đêm đến.
Trời bắt đầu rạng sáng.	Đó là đêm.
Bóng tối đang buông xuống.	Buổi tối đã đến gần.
Buổi tối đang kéo dài.	Bên ngoài trời đang tối dần.
Màn đêm đã buông xuống!	Bầu trời tối sầm lại.
Hôm nay trời nhiều mây.	Thời tiết nhiều mây.
Trời tối dần.	Trời đã tối.
Trời trở nên tối.	Tối rồi.
Trời tối dần.	Bầu trời u ám.
Ngày bắt đầu tan.	Ngày đã bắt đầu tan vỡ.
Bầu trời được bao phủ bởi những đám mây ngày hôm nay.	Bình minh đang ló dạng.
Trời bắt đầu tối.	Trời tối dần.
Bầu trời tối sầm lại.	Màn đêm buông xuống.
Trời tối đen như mực.	Trời rất tối.
Trời tối quá.	Trời tối hoàn toàn.
Nó tối đen như mực.	Trời tối quá.
Tom là một trong những người hàng xóm của Mary.	Tom là hàng xóm của Mary.
Người đàn ông sống cạnh nhà tôi là một bác sĩ.	Hàng xóm của tôi là một bác sĩ.
Ai đã viết cuốn sách này?	Cuốn sách được viết bởi ai?
Cuốn sách này là của ai?	Sách giáo khoa này là của ai?
Bạn có biết ai đã viết cuốn sách này không?	Cuốn sách này là của ai?
Ai là tác giả của cuốn sách này?	Sách giáo khoa này là của ai?
Cuốn sách đó là của ai?	Cuốn sách đó là của ai?
Cuốn sách này của ai?	Bạn có biết ai đã viết cuốn sách này không?
Ai đã viết cuốn sách?	Cuốn sách thuộc về ai?
Cuốn sách này được viết bởi ai?	Cuốn sách đó của ai?
Ai đã viết cuốn sách đó?	Cuốn sách này thuộc về ai?
Ý tưởng đó là của ai?	Đó là ý tưởng của ai?
Đây là ý tưởng của ai?	Ai đã có ý tưởng này?
Cây mọc.	Các nhà máy đang phát triển.
Dần dần, những chiếc lá đang rơi.	Những chiếc lá rung rinh rơi xuống.
Những chiếc lá đang dần rơi xuống.	Những chiếc lá đang rơi dần.
Đưa tôi một tờ giấy.	Đưa tôi một mảnh giấy.
Tôi luyện tập thể thao.	Tôi đang tập thể dục.
Tôi làm việc ra.	Tôi tập thể dục.
Anh từ chối bắt tay với tôi.	Anh từ chối bắt tay tôi.
Hoa đó có một mùi mạnh mẽ.	Hoa đó có mùi mạnh.
Bạn có giận tôi không?	Bạn đang bực với tôi à?
Tôi đã làm đúng chứ?	Tôi đã hiểu bạn một cách chính xác?
Bạn có thể bật lò sưởi nếu bạn lạnh.	Nếu bạn lạnh, bạn có thể bật lò sưởi.
Tôi không biết khi nào bạn phải tắt thiết bị.	Tôi không biết khi nào máy phải tắt.
Mấy giờ ăn tối?	Bữa tối sẽ được phục vụ lúc mấy giờ?
Giờ ăn là gì?	Mấy giờ ăn tối?
Bạn ăn trưa lúc mấy giờ?	Bữa sáng lúc mấy giờ?
Bạn ăn tối lúc mấy giờ?	Bữa sáng được phục vụ khi nào?
Bạn ăn tối lúc mấy giờ?	Bữa tối được phục vụ khi nào?
Bạn thường ăn trưa lúc mấy giờ?	Mấy giờ ăn trưa?
Khi nào ăn tối?	Bữa sáng được phục vụ khi nào?
Bạn ăn tối lúc mấy giờ?	Chúng ta nên ăn sáng lúc mấy giờ?
Tôi đã đi du lịch khắp châu Âu.	Tôi đã đi du lịch vòng quanh châu Âu.
Tôi đã đi du lịch vòng quanh châu Âu.	Tôi đã ở khắp châu Âu.
Họ không ngu ngốc.	Họ không phải là những kẻ ngốc.
Tôi không thể đánh giá khoảng cách.	Tôi không thể tính toán khoảng cách.
Anh ấy quá nhạy cảm.	Anh ấy rất nhạy cảm.
Nó rất nhạy cảm.	Cô ấy rất ấn tượng.
Bạn thực sự nên đi cắt tóc.	Bạn thực sự cần phải cắt tóc.
Tôi sẽ không đi xa.	Tôi không đi.
Tôi sẽ không đến.	Tôi sẽ không đi.
Tôi không đi đâu hết.	Tôi sẽ không đi đâu.
Tôi sẽ không đi đâu.	Tôi sẽ không rời đi.
Tôi sẽ không tới đâu.	Tôi sẽ không đi xa.
Dù sao tôi cũng không đi.	Tôi không đén.
Tôi không có gì để phàn nàn về.	Đối với tôi, tôi không có gì để phàn nàn.
Tôi không thể phàn nàn.	Tôi không thấy bất kỳ lý do để phàn nàn.
Phàn nàn cũng chẳng có ích gì cả.	Nó sẽ không làm tốt để phàn nàn.
Đèn giao thông chuyển sang màu đỏ.	Đèn chuyển sang màu đỏ.
Bạn cũng có thể nhai thức ăn của bạn tốt.	Bạn nên nhai kỹ thức ăn.
Tỷ giá hối đoái hôm nay là bao nhiêu?	Tỷ giá hối đoái hôm nay là bao nhiêu?
Bạn phải chấm dứt hành vi dại dột của mình.	Bạn cần phải ngừng hành động ngu ngốc như vậy.
Hành vi của bạn thật đáng xấu hổ.	Hành vi của bạn thật đáng xấu hổ.
Hành vi của bạn thật đáng xấu hổ.	Hành vi của bạn thật đáng xấu hổ.
Bạn có chăn không?	Bạn có chăn len không?
Cái chăn ở đâu?	Cái chăn đâu?
Tiếng ồn này thật khó chịu.	Âm thanh đó thật khó chịu.
Tiếng ồn làm tôi lo lắng.	Tiếng ồn làm phiền tôi.
Tiếng ồn đang làm phiền tôi.	Tiếng ồn làm phiền tôi.
Đồ đạc đầy bụi.	Đồ đạc phủ đầy bụi.
Nội thất thuộc về mẹ tôi.	Bàn ghế đó là của mẹ tôi.
Nếu có khó khăn hãy gọi cho tôi!	Nếu vấn đề xảy ra, hãy gọi cho tôi.
Tom hoàn toàn dở hơi.	Tom khá điên rồ.
Tom phụ thuộc vào Mary.	Tom trông cậy vào Mary.
Tom tin Mary.	Tom tin tưởng Mary.
Tôi muốn cái túi đó.	Tôi muốn cái túi này.
Phòng khách có lò sưởi.	Có một lò sưởi trong phòng khách.
Tôi không thể tìm thấy vali của tôi.	Hành lý của tôi bị thất lạc.
Tôi đã thất lạc hành lý của mình.	Tôi mất hành lý của mình.
vali của tôi đã bị mất.	Vali của tôi bị mất.
Hành lý của tôi bị thất lạc.	Hành lý của tôi bị mất.
Đây là hành lý của tôi.	Đây là hành lý của tôi.
vali của bạn ở đâu?	Hành lý của bạn đâu?
Hành lý của bạn đâu?	Hành lý của bạn ở đâu?
Bạn sẽ chăm sóc hành lý của tôi chứ?	Xin vui lòng chăm sóc hành lý của tôi.
Mùa thu là đây.	Mùa thu chỉ là quanh góc.
Bây giờ là mùa thu.	Mùa thu gần đến rồi.
Mùa thu đến rồi.	Mùa thu đang tới.
Bò cho chúng ta sữa.	Bò cung cấp cho chúng ta sữa.
Con bò cung cấp sữa cho chúng tôi.	Một con bò cho chúng ta sữa.
Bò cung cấp sữa.	Bò cho sữa.
Bò sống trên cỏ.	Những con bò đang ăn cỏ.
Giúp Tom.	Giúp Tom ra ngoài.
Những quả táo đã chín.	Quả táo đã chín.
Nó có vị ngọt.	Nó thật ngọt ngào.
Tủ lạnh nhỏ bị bẩn.	Tủ lạnh bị bẩn.
Không có gì trong tủ lạnh.	Tủ lạnh trống rỗng.
Tủ lạnh trống rỗng.	Tủ lạnh trống rỗng.
Cô ấy không có bất kỳ kẻ thù nào cả.	Cô ấy hoàn toàn không có kẻ thù.
Nó có vẻ kỳ lạ.	Nó có vẻ lạ.
Tiếng Anh của anh ấy thật hoàn hảo.	Phiên bản tiếng Anh của nó là hoàn hảo.
Tiếng Anh của bạn thật hoàn hảo.	Tiếng Anh của anh ấy rất xuất sắc.
Kiến thức về tiếng Anh của cô ấy rất tuyệt.	Bạn có tiếng Anh tuyệt vời.
Tôi đã rất ngạc nhiên.	Tôi đã ngạc nhiên.
Tôi sẽ không bao giờ phản bội bạn!	Tôi sẽ không bao giờ phản bội bạn.
Tôi sẽ không bao giờ phản bội bạn.	Tôi sẽ không bao giờ phản bội cô ấy.
Cắt vải theo hướng chéo.	Cắt vải theo đường chéo.
Những gì anh ấy đã làm là không sai.	Anh ấy không làm gì sai cả.
Những gì anh ấy đã làm không sai.	Anh ấy không làm gì xấu cả.
Tôi cạo râu mỗi sáng.	Tôi cạo râu mỗi sáng.
Đừng nhìn về phía đó.	Đừng nhìn vào đó.
Ném nó ở đó.	Ném nó ở đó!
Túi của bạn trống rỗng!	Làm trống túi của bạn.
Đây là túi của bạn.	Đây là túi của bạn.
Túi nào là của bạn?	Cái cốc nào là của bạn?
Tôi là một người lạ ở đây.	Tôi là một người lạ trong những phần này.
Tôi là người nước ngoài.	Tôi là người mới ở đây.
Tôi là người nước ngoài.	Tôi không đến từ đây.
Tôi là người mới ở đây.	Tôi không sống ở đây.
Tôi không sống quanh đây.	Tôi không phải từ quanh đây.
Tôi đến từ ngoài thị trấn.	Tôi là người mới quanh đây.
Tôi là người ngoài cuộc.	Ở đây, tôi là một người lạ.
Hãy đổi chủ đề nào.	Đổi chủ đề nào.
Tôi muốn đổi một ít tiền.	Tôi muốn đổi tiền.
Tôi có vẻ đang yêu không?	Nghe có giống như tôi đang yêu không?
Không bao giờ nói dối.	Không bao giờ nói dối.
Mọi người đều không trung thực.	Mọi người đều nói dối.
Mọi người đều nói dối.	Không phải ai cũng trung thực.
Họ đều đang nói dối.	Tất cả chúng ta đều nói dối.
Bạn không được nói dối.	Bạn không được nói dối.
Một người không nên nói dối.	Bạn không cần phải nói dối.
Bạn không cần phải nói dối.	Bạn không nên nói dối.
Chúng ta cần một bản đồ.	Tôi cần một kế hoạch.
Tôi có thể trả bằng thẻ tín dụng?	Bạn có chấp nhận thẻ Visa không?
Tôi có thể thanh toán bằng thẻ tín dụng không?	Chúng tôi lái xe qua làng này đến làng khác, cho đến khi đến đích.
Tôi có thể sử dụng thẻ tín dụng của mình không?	Tôi có thể sử dụng thẻ tín dụng không?
Bạn có chấp nhận thẻ tín dụng?	Bạn có chấp nhận thẻ tín dụng không?
Bạn có lấy nhựa không?	Bạn có chấp nhận thẻ Visa không?
cậu có mang theo thể tín dụng không?	Thẻ của tôi có hoạt động ở đây không?
Chúng tôi sẽ bắt đầu làm việc sớm.	Chúng tôi sẽ bắt đầu công việc sớm.
Bạn có thể điền vào mẫu đơn này?	Bạn có thể điền vào mẫu đơn này?
Anh du học.	Anh rời đất nước để học tập.
Khách sạn đầy người nước ngoài.	Khách sạn đầy người nước ngoài.
Có ổn không nếu tôi tắt TV?	Tôi tắt TV được không?
Tôi cởi áo khoác được không?	Tôi cởi áo khoác ra được không?
Máy bán hàng tự động này không hoạt động.	Máy bán hàng tự động đó bị hỏng.
Tiệm bánh ở đâu?	Tiệm bánh ở đâu?
Tôi sẽ đi tắm.	Tôi sẽ đi tắm.
Bây giờ tôi đang tắm.	Tôi ở trong bôn tăm.
Tôi đi tắm.	Tôi đang ở trong nhà vệ sinh.
Tôi đang trong phòng tắm.	Tôi đang ở trong bồn tắm.
Tôi đi tắm đây.	Tôi sẽ đi tắm.
Tôi có một bồn tắm mỗi ngày.	Tôi tắm mỗi ngày một lần.
Tôi tắm mỗi ngày một lần.	Tôi tắm hàng ngày.
Tôi tắm mỗi ngày.	Tôi tắm mỗi ngày.
Tôi luôn tắm vào buổi sáng.	Tôi tắm mỗi sáng.
Chuối rất ngon.	Một quả chuối rất ngon.
Chuối có màu vàng.	Một quả chuối có màu vàng.
Tôi trả bằng tiền mặt.	Tôi đang thanh toán bằng tiền mặt.
Đường dây đã được đính hôn.	Số đã đính hôn.
Đường dây đang bận.	Nó bị chiếm đóng.
Anh ấy luôn bận rộn.	Anh ấy luôn luôn di chuyển.
Anh ấy đang bận làm gì đó.	Anh ấy đã bận rộn.
Anh bận.	Anh ấy quá bận rộn.
Cô ấy bận rộn như một con ong.	Cô ấy rất bận rộn.
Cô ấy rất bận rộn.	Cô ấy đang bận.
Anh ấy bận.	Anh ấy luôn bận rộn.
Điều này hoạt động mọi lúc.	Anh ấy đang bận.
Cô ấy rất bận.	Cô ấy đang bận.
Tôi mãi mãi bận rộn.	Anh ấy luôn bận rộn.
Đường dây đang bận.	Anh ấy luôn bận rộn như vậy.
Cô bán hoa.	Anh ấy đang bán hoa.
Đi xe buýt.	Bắt xe buýt.
Xe buýt đã được lấp đầy công suất.	Xe buýt rất đông.
Xe buýt đã đông đúc.	Xe buýt đã đầy.
Bên trong xe buýt nóng khủng khiếp.	Xe buýt đã hoàn toàn đầy đủ.
Xe buýt đã hoàn toàn đầy đủ.	Xe buýt đông khủng khiếp.
Xe buýt đã chật cứng.	Trên xe buýt rất đông.
Hôm nay là ngày mấy?	Đó là ngày nào trong tuần?
Hôm nay ngày bao nhiêu?	Ngày tháng là gì?
Hôm nay là ngày mấy?	Bạn có biết hôm nay là ngày gì không?
ngày là gì?	Ngày nào là nó?
Hôm nay là ngày gì?	Hôm nay là ngày mấy?
Hôm nay là ngày gì?	Hôm nay chúng ta có gì?
Chúng ta có gì hôm nay?	Chúng ta đang ở ngày nào?
Hãy cho tôi một cái ôm.	Ôm tôi.
Giữ tôi trong vòng tay của bạn.	Ôm lấy tôi.
Chúng tôi cắt ngang chương trình này để mang đến cho quý vị một bản tin đặc biệt.	Chúng tôi làm gián đoạn chương trình này vì một tin nhắn khẩn cấp.
Tom chưa kết hôn.	Tom chưa lập gia đình.
Tom là một cử nhân.	Tom chỉ có một mình.
Tom cô đơn.	Tom còn độc thân.
Tom không đơn độc.	Tom chỉ có một mình.
Tom hoàn toàn đơn độc.	Tom đang ở với ai đó.
Tom là của riêng mình.	Tom ở một mình.
Tom chỉ có một mình.	Tom đang ở với ai đó.
Tom không có vợ.	Tom là tất cả một mình.
Có ai biết họ của Tom không?	Có ai biết họ của Tom không?
Chúng ta đang ăn mừng gì?	Bạn đã ăn mừng những gì?
Ông đã thành lập công ty.	Anh thành lập công ty.
Mở chai.	Vui lòng hoàn tác gói.
Vui lòng mở chai.	Vui lòng mở gói.
Điền vào mẫu này, xin vui lòng.	Bạn sẽ điền vào mẫu này, xin vui lòng?
Thưa ông, xin vui lòng điền vào mẫu đơn này.	Vui lòng điền vào mẫu đơn này.
Chúng tôi đang ăn sáng.	Chúng tôi đang ăn sáng.
Bạn thường ăn sáng lúc mấy giờ?	Bạn ăn sáng lúc mấy giờ?
Khi nào bạn thường ăn trưa?	Bạn ăn sáng lúc mấy giờ?
Đi thẳng về phía trước trên đường phố này.	Đi thẳng dọc theo con phố này.
Maria có mái tóc dài.	Tóc của Maria dài.
Tom là đồng nghiệp của tôi.	Tom là bạn cùng lớp của tôi.
Tom giúp đồng nghiệp của mình.	Tom đang giúp đỡ các đồng nghiệp của anh ấy.
Tôi rất thích bánh pizza.	Tôi thích bánh ga-tô.
Tôi thích ăn bánh.	Tôi thích ăn bánh ngọt.
Tôi thích bánh quy.	Tôi thích bánh pizza.
Tôi yêu pizza.	Tôi yêu bánh.
Tôi yêu bánh quy.	Tôi thực sự thích bánh pizza.
Trẻ em thích ăn bánh.	Trẻ em thích bánh ngọt.
Trẻ em thích bánh.	Trẻ em thích bánh.
Cái bánh đó ngon thật đấy!	Thật là một chiếc bánh ngon!
Những cây bút này là của anh ấy.	Tất cả văn phòng phẩm này là của anh ấy.
Viết bằng bút bi.	Viết bằng bút và mực.
